,Time,Date,Day of the week,CarCount,BikeCount,BusCount,TruckCount,Total,Traffic Situation
575,0,15,Sunday,11,0,1,11,23,low
576,0,16,Monday,18,4,1,28,51,normal
577,0,16,Monday,13,3,0,26,42,normal
578,0,16,Monday,16,3,0,34,53,normal
579,0,16,Monday,16,4,0,35,55,normal
580,0,16,Monday,20,2,1,33,56,normal
581,0,16,Monday,14,4,1,28,47,normal
582,0,16,Monday,11,4,1,19,35,normal
583,0,16,Monday,19,4,0,17,40,normal
584,0,16,Monday,18,3,1,26,48,normal
585,0,16,Monday,10,1,1,21,33,normal
586,0,16,Monday,20,5,1,40,66,normal
587,0,16,Monday,11,5,0,37,53,normal
588,0,16,Monday,15,4,1,29,49,normal
589,0,16,Monday,16,2,1,27,46,normal
590,0,16,Monday,10,3,1,23,37,normal
591,0,16,Monday,16,5,1,31,53,normal
592,0,16,Monday,20,0,1,30,51,normal
593,0,16,Monday,61,4,5,17,87,normal
594,0,16,Monday,91,8,6,2,107,low
595,0,16,Monday,94,4,5,2,105,low
596,0,16,Monday,117,8,6,16,147,normal
597,0,16,Monday,111,14,10,14,149,normal
598,0,16,Monday,91,2,3,5,101,low
599,0,16,Monday,96,9,1,16,122,normal
600,0,16,Monday,134,15,42,5,196,heavy
601,0,16,Monday,121,35,39,4,199,heavy
602,0,16,Monday,118,40,40,3,201,heavy
603,0,16,Monday,115,17,40,1,173,heavy
604,0,16,Monday,106,22,37,0,165,high
605,0,16,Monday,147,26,40,0,213,heavy
606,0,16,Monday,102,13,31,2,148,high
607,0,16,Monday,102,12,24,3,141,normal
608,0,16,Monday,130,40,31,2,203,heavy
609,0,16,Monday,102,17,33,0,152,high
610,0,16,Monday,105,13,48,5,171,heavy
611,0,16,Monday,129,24,25,0,178,heavy
612,0,16,Monday,117,11,45,0,173,heavy
613,0,16,Monday,74,14,23,21,132,high
614,0,16,Monday,80,14,35,18,147,high
615,0,16,Monday,31,7,34,24,96,normal
616,0,16,Monday,18,15,9,15,57,normal
617,0,16,Monday,15,10,23,20,68,normal
618,0,16,Monday,37,18,8,16,79,normal
619,0,16,Monday,10,7,5,14,36,normal
620,0,16,Monday,54,6,15,23,98,normal
621,0,16,Monday,34,7,5,24,70,normal
622,0,16,Monday,50,7,8,21,86,normal
623,0,16,Monday,44,9,10,24,87,normal
624,0,16,Monday,63,8,15,24,110,normal
625,0,16,Monday,56,6,6,29,97,normal
626,0,16,Monday,69,5,13,27,114,high
627,0,16,Monday,39,5,3,30,77,normal
628,0,16,Monday,61,10,14,24,109,normal
629,0,16,Monday,61,30,5,20,116,normal
630,0,16,Monday,20,17,9,5,51,low
631,0,16,Monday,70,22,38,7,137,high
632,0,16,Monday,25,30,31,9,95,normal
633,0,16,Monday,23,13,12,6,54,low
634,0,16,Monday,105,30,24,8,167,normal
635,0,16,Monday,107,10,6,6,129,normal
636,0,16,Monday,40,20,36,7,103,normal
637,0,16,Monday,74,18,37,11,140,high
638,0,16,Monday,62,15,8,11,96,low
639,0,16,Monday,81,20,14,12,127,normal
640,0,16,Monday,111,32,43,5,191,heavy
641,0,16,Monday,145,12,41,6,204,heavy
642,0,16,Monday,139,11,20,7,177,heavy
643,0,16,Monday,129,40,31,10,210,heavy
644,0,16,Monday,128,22,28,8,186,heavy
645,0,16,Monday,103,17,23,8,151,normal
646,0,16,Monday,127,32,29,7,195,heavy
647,0,16,Monday,120,35,44,8,207,heavy
648,0,16,Monday,106,11,41,7,165,high
649,0,16,Monday,114,40,31,5,190,heavy
650,0,16,Monday,101,13,20,7,141,normal
651,0,16,Monday,110,25,19,34,188,heavy
652,0,16,Monday,108,6,17,23,154,high
653,0,16,Monday,104,12,10,10,136,normal
654,0,16,Monday,102,22,17,23,164,high
655,0,16,Monday,77,19,16,8,120,normal
656,0,16,Monday,70,16,19,33,138,high
657,0,16,Monday,75,9,13,28,125,high
658,0,16,Monday,95,9,16,29,149,high
659,0,16,Monday,77,17,17,22,133,high
660,0,16,Monday,73,16,14,34,137,high
661,0,16,Monday,59,7,18,12,96,normal
662,0,16,Monday,54,20,10,9,93,low
663,0,16,Monday,90,6,18,32,146,high
664,0,16,Monday,15,5,1,32,53,normal
665,0,16,Monday,12,1,0,11,24,low
666,0,16,Monday,17,2,0,28,47,normal
667,0,16,Monday,13,5,1,12,31,low
668,0,16,Monday,15,5,0,21,41,normal
669,0,16,Monday,18,4,0,11,33,low
670,0,16,Monday,12,4,0,21,37,normal
671,0,16,Monday,10,4,1,12,27,low
672,0,17,Tuesday,15,2,0,25,42,normal
673,0,17,Tuesday,11,0,0,24,35,normal
674,0,17,Tuesday,15,2,1,15,33,normal
675,0,17,Tuesday,20,3,1,29,53,normal
676,0,17,Tuesday,17,2,0,24,43,normal
677,0,17,Tuesday,19,5,1,26,51,normal
678,0,17,Tuesday,20,3,1,32,56,normal
679,0,17,Tuesday,15,3,0,19,37,normal
680,0,17,Tuesday,13,5,0,17,35,normal
681,0,17,Tuesday,12,5,1,19,37,normal
682,0,17,Tuesday,10,2,0,27,39,normal
683,0,17,Tuesday,20,4,1,23,48,normal
684,0,17,Tuesday,14,0,0,16,30,normal
685,0,17,Tuesday,12,4,1,28,45,normal
686,0,17,Tuesday,19,2,0,20,41,normal
687,0,17,Tuesday,20,2,1,19,42,normal
688,0,17,Tuesday,16,0,0,36,52,normal
689,0,17,Tuesday,62,20,4,18,104,normal
690,0,17,Tuesday,50,13,2,14,79,normal
691,0,17,Tuesday,101,3,6,6,116,normal
692,0,17,Tuesday,94,15,2,9,120,normal
693,0,17,Tuesday,68,10,8,1,87,low
694,0,17,Tuesday,95,3,8,20,126,normal
695,0,17,Tuesday,113,7,10,16,146,normal
696,0,17,Tuesday,106,13,39,1,159,high
697,0,17,Tuesday,105,32,47,4,188,heavy
698,0,17,Tuesday,150,19,34,4,207,heavy
699,0,17,Tuesday,137,38,39,2,216,heavy
700,0,17,Tuesday,113,11,32,1,157,high
701,0,17,Tuesday,117,30,26,5,178,heavy
702,0,17,Tuesday,130,10,37,1,178,heavy
703,0,17,Tuesday,150,32,31,1,214,heavy
704,0,17,Tuesday,146,10,30,3,189,heavy
705,0,17,Tuesday,123,24,46,2,195,heavy
706,0,17,Tuesday,110,24,26,4,164,high
707,0,17,Tuesday,111,33,31,2,177,heavy
708,0,17,Tuesday,132,18,32,2,184,heavy
709,0,17,Tuesday,66,16,22,13,117,normal
710,0,17,Tuesday,45,24,5,23,97,normal
711,0,17,Tuesday,92,19,15,7,133,normal
712,0,17,Tuesday,78,22,16,25,141,high
713,0,17,Tuesday,90,2,15,18,125,normal
714,0,17,Tuesday,23,2,37,9,71,normal
715,0,17,Tuesday,17,5,6,20,48,normal
716,0,17,Tuesday,41,5,4,24,74,normal
717,0,17,Tuesday,32,5,15,26,78,normal
718,0,17,Tuesday,65,7,7,22,101,normal
719,0,17,Tuesday,22,6,3,25,56,normal
720,0,17,Tuesday,54,7,4,28,93,normal
721,0,17,Tuesday,38,5,8,28,79,normal
722,0,17,Tuesday,59,7,15,23,104,normal
723,0,17,Tuesday,34,8,10,23,75,normal
724,0,17,Tuesday,28,6,3,27,64,normal
725,0,17,Tuesday,7,16,11,14,48,normal
726,0,17,Tuesday,8,12,22,8,50,normal
727,0,17,Tuesday,42,25,38,18,123,high
728,0,17,Tuesday,82,13,28,5,128,high
729,0,17,Tuesday,14,24,26,9,73,normal
730,0,17,Tuesday,39,25,33,9,106,normal
731,0,17,Tuesday,47,14,29,6,96,normal
732,0,17,Tuesday,120,20,21,18,179,heavy
733,0,17,Tuesday,114,11,39,10,174,heavy
734,0,17,Tuesday,99,24,30,10,163,high
735,0,17,Tuesday,78,18,30,8,134,high
736,0,17,Tuesday,144,40,29,10,223,normal
737,0,17,Tuesday,107,28,38,9,182,heavy
738,0,17,Tuesday,123,28,24,10,185,heavy
739,0,17,Tuesday,126,15,28,6,175,heavy
740,0,17,Tuesday,147,28,23,5,203,heavy
741,0,17,Tuesday,100,21,33,7,161,high
742,0,17,Tuesday,113,12,22,6,153,normal
743,0,17,Tuesday,130,34,30,6,200,heavy
744,0,17,Tuesday,118,40,29,10,197,heavy
745,0,17,Tuesday,113,38,44,9,204,heavy
746,0,17,Tuesday,117,29,29,9,184,heavy
747,0,17,Tuesday,106,12,20,32,170,heavy
748,0,17,Tuesday,96,11,15,14,136,normal
749,0,17,Tuesday,58,11,14,24,107,normal
750,0,17,Tuesday,76,22,10,9,117,normal
751,0,17,Tuesday,66,6,12,33,117,high
752,0,17,Tuesday,61,23,13,18,115,normal
753,0,17,Tuesday,93,6,15,17,131,normal
754,0,17,Tuesday,51,11,16,26,104,normal
755,0,17,Tuesday,86,6,12,9,113,normal
756,0,17,Tuesday,77,15,12,29,133,high
757,0,17,Tuesday,84,15,16,8,123,normal
758,0,17,Tuesday,103,12,15,10,140,normal
759,0,17,Tuesday,60,9,11,27,107,normal
760,0,17,Tuesday,14,1,1,22,38,normal
761,0,17,Tuesday,14,2,0,35,51,normal
762,0,17,Tuesday,13,1,1,31,46,normal
763,0,17,Tuesday,19,0,1,22,42,normal
764,0,17,Tuesday,13,4,0,28,45,normal
765,0,17,Tuesday,13,1,0,26,40,normal
766,0,17,Tuesday,12,0,1,34,47,normal
767,0,17,Tuesday,20,1,1,38,60,normal
768,0,18,Wednesday,12,3,0,38,53,normal
769,0,18,Wednesday,12,1,0,40,53,normal
770,0,18,Wednesday,20,5,0,10,35,low
771,0,18,Wednesday,12,4,1,27,44,normal
772,0,18,Wednesday,15,5,0,21,41,normal
773,0,18,Wednesday,19,2,0,30,51,normal
774,0,18,Wednesday,11,0,1,40,52,normal
775,0,18,Wednesday,15,3,0,35,53,normal
776,0,18,Wednesday,15,0,1,37,53,normal
777,0,18,Wednesday,16,2,0,37,55,normal
778,0,18,Wednesday,10,0,1,24,35,normal
779,0,18,Wednesday,12,0,1,31,44,normal
780,0,18,Wednesday,15,1,1,36,53,normal
781,0,18,Wednesday,14,5,0,17,36,normal
782,0,18,Wednesday,17,3,1,38,59,normal
783,0,18,Wednesday,19,0,0,18,37,normal
784,0,18,Wednesday,18,5,1,30,54,normal
785,0,18,Wednesday,119,12,6,4,141,normal
786,0,18,Wednesday,74,28,1,13,116,normal
787,0,18,Wednesday,101,26,10,0,137,normal
788,0,18,Wednesday,99,4,7,19,129,normal
789,0,18,Wednesday,99,18,7,5,129,normal
790,0,18,Wednesday,102,24,2,8,136,normal
791,0,18,Wednesday,50,4,6,13,73,normal
792,0,18,Wednesday,128,11,46,4,189,heavy
793,0,18,Wednesday,129,39,43,0,211,heavy
794,0,18,Wednesday,129,27,38,0,194,heavy
795,0,18,Wednesday,113,24,22,2,161,normal
796,0,18,Wednesday,141,15,21,5,182,heavy
797,0,18,Wednesday,120,22,29,1,172,heavy
798,0,18,Wednesday,141,24,47,4,216,heavy
799,0,18,Wednesday,149,24,33,1,207,heavy
800,0,18,Wednesday,140,40,36,1,217,heavy
801,0,18,Wednesday,140,20,36,0,196,heavy
802,0,18,Wednesday,107,13,31,4,155,high
803,0,18,Wednesday,141,15,32,4,192,heavy
804,0,18,Wednesday,120,27,38,4,189,heavy
805,0,18,Wednesday,70,14,21,5,110,normal
806,0,18,Wednesday,55,24,16,21,116,high
807,0,18,Wednesday,52,18,22,16,108,normal
808,0,18,Wednesday,65,4,19,21,109,normal
809,0,18,Wednesday,54,10,30,28,122,high
810,0,18,Wednesday,37,3,32,18,90,normal
811,0,18,Wednesday,23,3,37,18,81,normal
812,0,18,Wednesday,43,7,7,29,86,normal
813,0,18,Wednesday,22,6,13,24,65,normal
814,0,18,Wednesday,21,10,6,30,67,normal
815,0,18,Wednesday,48,8,11,22,89,normal
816,0,18,Wednesday,35,5,12,20,72,normal
817,0,18,Wednesday,69,5,13,22,109,normal
818,0,18,Wednesday,22,9,10,21,62,normal
819,0,18,Wednesday,46,5,9,23,83,normal
820,0,18,Wednesday,49,5,11,21,86,normal
821,0,18,Wednesday,29,18,29,20,96,normal
822,0,18,Wednesday,96,23,31,14,164,high
823,0,18,Wednesday,100,27,23,16,166,normal
824,0,18,Wednesday,96,22,36,5,159,high
825,0,18,Wednesday,27,26,25,15,93,normal
826,0,18,Wednesday,114,21,32,5,172,heavy
827,0,18,Wednesday,74,27,34,10,145,high
828,0,18,Wednesday,14,16,9,14,53,normal
829,0,18,Wednesday,84,30,26,10,150,high
830,0,18,Wednesday,96,19,14,18,147,normal
831,0,18,Wednesday,40,15,28,5,88,normal
832,0,18,Wednesday,110,15,46,5,176,heavy
833,0,18,Wednesday,138,39,31,7,215,heavy
834,0,18,Wednesday,118,32,32,10,192,heavy
835,0,18,Wednesday,142,34,38,9,223,normal
836,0,18,Wednesday,113,13,36,5,167,normal
837,0,18,Wednesday,104,29,32,7,172,heavy
838,0,18,Wednesday,134,39,21,9,203,heavy
839,0,18,Wednesday,107,15,48,5,175,heavy
840,0,18,Wednesday,139,25,43,7,214,heavy
841,0,18,Wednesday,128,20,20,6,174,heavy
842,0,18,Wednesday,101,13,47,10,171,heavy
843,0,18,Wednesday,105,17,13,23,158,high
844,0,18,Wednesday,103,14,13,9,139,normal
845,0,18,Wednesday,51,23,15,13,102,normal
846,0,18,Wednesday,84,10,16,20,130,normal
847,0,18,Wednesday,97,25,19,24,165,high
848,0,18,Wednesday,98,8,10,19,135,normal
849,0,18,Wednesday,94,13,19,25,151,high
850,0,18,Wednesday,105,25,11,35,176,heavy
851,0,18,Wednesday,74,9,13,6,102,low
852,0,18,Wednesday,57,18,13,28,116,high
853,0,18,Wednesday,57,14,11,33,115,high
854,0,18,Wednesday,84,23,19,15,141,normal
855,0,18,Wednesday,105,14,16,33,168,heavy
856,0,18,Wednesday,10,4,1,38,53,normal
857,0,18,Wednesday,15,1,1,29,46,normal
858,0,18,Wednesday,14,1,1,25,41,normal
859,0,18,Wednesday,20,2,0,37,59,normal
860,0,18,Wednesday,20,1,0,27,48,normal
861,0,18,Wednesday,13,1,1,18,33,normal
862,0,18,Wednesday,19,0,0,35,54,normal
863,0,18,Wednesday,14,1,1,27,43,normal
864,0,19,Thursday,13,5,0,12,30,low
865,0,19,Thursday,18,5,0,12,35,low
866,0,19,Thursday,10,3,1,32,46,normal
867,0,19,Thursday,14,2,0,15,31,normal
868,0,19,Thursday,16,3,0,15,34,normal
869,0,19,Thursday,14,2,0,25,41,normal
870,0,19,Thursday,17,5,0,18,40,normal
871,0,19,Thursday,13,1,0,28,42,normal
872,0,19,Thursday,19,0,1,20,40,normal
873,0,19,Thursday,15,4,0,40,59,normal
874,0,19,Thursday,14,3,1,26,44,normal
875,0,19,Thursday,15,4,0,14,33,normal
876,0,19,Thursday,12,3,1,13,29,normal
877,0,19,Thursday,12,4,0,31,47,normal
878,0,19,Thursday,17,4,1,20,42,normal
879,0,19,Thursday,12,0,1,13,26,normal
880,0,19,Thursday,18,2,0,16,36,normal
881,0,19,Thursday,115,16,10,13,154,normal
882,0,19,Thursday,117,5,10,15,147,normal
883,0,19,Thursday,92,26,8,7,133,normal
884,0,19,Thursday,88,3,6,4,101,low
885,0,19,Thursday,109,11,4,3,127,normal
886,0,19,Thursday,81,4,0,20,105,normal
887,0,19,Thursday,118,2,5,19,144,normal
888,0,19,Thursday,107,26,31,2,166,high
889,0,19,Thursday,103,11,35,5,154,high
890,0,19,Thursday,145,13,33,3,194,heavy
891,0,19,Thursday,143,22,37,4,206,heavy
892,0,19,Thursday,113,38,50,3,204,heavy
893,0,19,Thursday,149,10,47,3,209,heavy
894,0,19,Thursday,132,33,35,2,202,heavy
895,0,19,Thursday,119,40,41,2,202,heavy
896,0,19,Thursday,133,31,27,2,193,heavy
897,0,19,Thursday,140,20,44,4,208,heavy
898,0,19,Thursday,140,34,31,1,206,heavy
899,0,19,Thursday,128,37,50,2,217,heavy
900,0,19,Thursday,132,11,24,3,170,heavy
901,0,19,Thursday,23,8,40,27,98,normal
902,0,19,Thursday,75,2,18,29,124,high
903,0,19,Thursday,99,14,33,14,160,high
904,0,19,Thursday,10,1,13,7,31,low
905,0,19,Thursday,74,21,29,26,150,high
906,0,19,Thursday,29,15,25,5,74,normal
907,0,19,Thursday,50,17,38,24,129,high
908,0,19,Thursday,64,9,14,20,107,normal
909,0,19,Thursday,49,5,10,21,85,normal
910,0,19,Thursday,39,7,10,30,86,normal
911,0,19,Thursday,68,5,5,24,102,normal
912,0,19,Thursday,67,7,8,22,104,normal
913,0,19,Thursday,47,8,3,25,83,normal
914,0,19,Thursday,66,9,7,24,106,normal
915,0,19,Thursday,46,8,3,22,79,normal
916,0,19,Thursday,54,6,12,21,93,normal
917,0,19,Thursday,18,16,32,18,84,normal
918,0,19,Thursday,24,20,7,9,60,low
919,0,19,Thursday,113,17,16,20,166,normal
920,0,19,Thursday,52,13,15,10,90,low
921,0,19,Thursday,58,26,25,18,127,normal
922,0,19,Thursday,44,19,22,6,91,normal
923,0,19,Thursday,8,26,34,9,77,normal
924,0,19,Thursday,31,10,27,8,76,normal
925,0,19,Thursday,115,24,16,5,160,normal
926,0,19,Thursday,56,29,16,16,117,normal
927,0,19,Thursday,7,12,33,12,64,normal
928,0,19,Thursday,133,10,46,10,199,heavy
929,0,19,Thursday,104,31,37,6,178,heavy
930,0,19,Thursday,100,38,36,9,183,heavy
931,0,19,Thursday,127,25,37,5,194,heavy
932,0,19,Thursday,118,32,48,6,204,heavy
933,0,19,Thursday,147,19,31,8,205,heavy
934,0,19,Thursday,123,36,34,5,198,heavy
935,0,19,Thursday,111,24,25,5,165,normal
936,0,19,Thursday,121,16,42,8,187,heavy
937,0,19,Thursday,119,38,47,7,211,heavy
938,0,19,Thursday,132,30,41,6,209,heavy
939,0,19,Thursday,52,6,12,18,88,normal
940,0,19,Thursday,97,21,10,8,136,normal
941,0,19,Thursday,50,16,20,31,117,high
942,0,19,Thursday,94,25,19,8,146,normal
943,0,19,Thursday,66,11,18,34,129,high
944,0,19,Thursday,105,16,15,6,142,normal
945,0,19,Thursday,56,23,10,18,107,normal
946,0,19,Thursday,105,19,10,25,159,high
947,0,19,Thursday,60,18,11,16,105,normal
948,0,19,Thursday,88,10,14,11,123,normal
949,0,19,Thursday,110,6,14,23,153,high
950,0,19,Thursday,78,20,11,35,144,high
951,0,19,Thursday,105,14,10,7,136,normal
952,0,19,Thursday,18,1,0,10,29,low
953,0,19,Thursday,18,1,0,27,46,normal
954,0,19,Thursday,12,4,1,18,35,normal
955,0,19,Thursday,15,4,1,32,52,normal
956,0,19,Thursday,13,4,0,32,49,normal
957,0,19,Thursday,14,4,0,15,33,normal
958,0,19,Thursday,15,4,0,17,36,normal
959,0,19,Thursday,14,0,1,21,36,normal
960,0,20,Friday,17,5,0,37,59,normal
961,0,20,Friday,14,4,1,12,31,low
962,0,20,Friday,16,2,0,15,33,normal
963,0,20,Friday,13,4,1,14,32,normal
964,0,20,Friday,12,4,0,29,45,normal
965,0,20,Friday,19,4,1,30,54,normal
966,0,20,Friday,18,4,0,18,40,normal
967,0,20,Friday,18,1,1,12,32,low
968,0,20,Friday,20,4,1,21,46,normal
969,0,20,Friday,10,2,1,20,33,normal
970,0,20,Friday,18,5,1,23,47,normal
971,0,20,Friday,16,5,1,30,52,normal
972,0,20,Friday,12,3,0,40,55,normal
973,0,20,Friday,12,2,0,40,54,normal
974,0,20,Friday,16,0,1,37,54,normal
975,0,20,Friday,15,4,1,16,36,normal
976,0,20,Friday,13,0,0,38,51,normal
977,0,20,Friday,61,5,3,14,83,normal
978,0,20,Friday,27,15,6,10,58,low
979,0,20,Friday,74,11,5,15,105,normal
980,0,20,Friday,70,6,7,14,97,normal
981,0,20,Friday,33,6,0,11,50,low
982,0,20,Friday,29,12,1,13,55,normal
983,0,20,Friday,69,5,7,10,91,low
984,0,20,Friday,41,16,7,15,79,normal
985,0,20,Friday,35,11,5,11,62,low
986,0,20,Friday,25,9,6,14,54,normal
987,0,20,Friday,65,15,1,11,92,low
988,0,20,Friday,66,6,3,14,89,normal
989,0,20,Friday,27,6,5,15,53,normal
990,0,20,Friday,75,6,1,10,92,low
991,0,20,Friday,54,11,4,12,81,low
992,0,20,Friday,54,18,3,12,87,low
993,0,20,Friday,69,8,0,14,91,normal
994,0,20,Friday,52,19,6,10,87,low
995,0,20,Friday,66,8,0,12,86,low
996,0,20,Friday,54,11,0,13,78,normal
997,0,20,Friday,151,48,15,3,217,heavy
998,0,20,Friday,170,62,18,2,252,heavy
999,0,20,Friday,134,59,11,3,207,heavy
1000,0,20,Friday,166,63,22,1,252,heavy
1001,0,20,Friday,173,64,10,2,249,heavy
1002,0,20,Friday,176,45,22,2,245,heavy
1003,0,20,Friday,162,59,27,1,249,heavy
1004,0,20,Friday,171,46,15,3,235,heavy
1005,0,20,Friday,158,44,26,2,230,heavy
1006,0,20,Friday,151,64,16,0,231,heavy
1007,0,20,Friday,162,65,14,3,244,heavy
1008,0,20,Friday,179,44,23,1,247,heavy
1009,0,20,Friday,175,59,11,3,248,heavy
1010,0,20,Friday,173,63,13,2,251,heavy
1011,0,20,Friday,144,66,11,3,224,heavy
1012,0,20,Friday,132,68,22,4,226,heavy
1013,0,20,Friday,161,50,10,0,221,heavy
1014,0,20,Friday,151,56,29,1,237,heavy
1015,0,20,Friday,168,59,24,1,252,heavy
1016,0,20,Friday,144,65,20,3,232,heavy
1017,0,20,Friday,179,63,12,2,256,heavy
1018,0,20,Friday,161,56,12,4,233,heavy
1019,0,20,Friday,134,67,12,1,214,heavy
1020,0,20,Friday,140,70,23,4,237,heavy
1021,0,20,Friday,66,29,24,1,120,normal
1022,0,20,Friday,60,27,17,2,106,normal
1023,0,20,Friday,89,27,10,2,128,normal
1024,0,20,Friday,81,29,5,0,115,normal
1025,0,20,Friday,78,22,12,1,113,normal
1026,0,20,Friday,71,24,18,2,115,normal
1027,0,20,Friday,50,26,9,1,86,low
1028,0,20,Friday,55,28,5,0,88,low
1029,0,20,Friday,61,20,25,1,107,normal
1030,0,20,Friday,76,22,14,2,114,normal
1031,0,20,Friday,50,20,23,1,94,normal
1032,0,20,Friday,89,26,0,2,117,normal
1033,0,20,Friday,62,20,17,0,99,normal
1034,0,20,Friday,83,20,23,2,128,normal
1035,0,20,Friday,65,20,2,0,87,low
1036,0,20,Friday,60,21,2,1,84,low
1037,0,20,Friday,36,8,3,9,56,low
1038,0,20,Friday,39,5,4,11,59,low
1039,0,20,Friday,26,8,3,0,37,low
1040,0,20,Friday,23,4,0,5,32,low
1041,0,20,Friday,50,2,0,4,56,low
1042,0,20,Friday,30,2,3,1,36,low
1043,0,20,Friday,48,10,4,2,64,low
1044,0,20,Friday,39,6,6,1,52,low
1045,0,20,Friday,47,10,3,9,69,low
1046,0,20,Friday,26,3,5,3,37,low
1047,0,20,Friday,25,6,3,9,43,low
1048,0,20,Friday,19,1,0,11,31,low
1049,0,20,Friday,16,5,0,26,47,normal
1050,0,20,Friday,15,2,1,39,57,normal
1051,0,20,Friday,14,5,0,11,30,low
1052,0,20,Friday,12,2,0,20,34,normal
1053,0,20,Friday,11,2,0,35,48,normal
1054,0,20,Friday,18,5,1,11,35,low
1055,0,20,Friday,17,2,0,20,39,normal
1056,0,21,Sunday,19,5,1,30,55,normal
1057,0,21,Sunday,17,4,1,24,46,normal
1058,0,21,Sunday,16,3,0,14,33,normal
1059,0,21,Sunday,16,3,1,23,43,normal
1060,0,21,Sunday,20,0,1,17,38,normal
1061,0,21,Sunday,20,0,0,37,57,normal
1062,0,21,Sunday,18,0,1,30,49,normal
1063,0,21,Sunday,19,1,0,14,34,normal
1064,0,21,Sunday,18,5,0,29,52,normal
1065,0,21,Sunday,11,1,0,22,34,normal
1066,0,21,Sunday,20,3,0,24,47,normal
1067,0,21,Sunday,12,2,1,10,25,low
1068,0,21,Sunday,19,5,1,31,56,normal
1069,0,21,Sunday,10,0,0,32,42,normal
1070,0,21,Sunday,14,1,1,12,28,low
1071,0,21,Sunday,14,2,1,24,41,normal
1072,0,21,Sunday,10,3,0,32,45,normal
1073,0,21,Sunday,97,23,6,17,143,normal
1074,0,21,Sunday,104,22,7,11,144,normal
1075,0,21,Sunday,100,15,8,20,143,normal
1076,0,21,Sunday,87,7,7,4,105,low
1077,0,21,Sunday,77,27,8,10,122,normal
1078,0,21,Sunday,51,7,4,5,67,low
1079,0,21,Sunday,79,1,10,6,96,low
1080,0,21,Sunday,100,40,29,5,174,heavy
1081,0,21,Sunday,112,13,39,0,164,high
1082,0,21,Sunday,120,16,34,2,172,heavy
1083,0,21,Sunday,123,14,26,3,166,high
1084,0,21,Sunday,142,27,27,4,200,heavy
1085,0,21,Sunday,139,38,49,2,228,heavy
1086,0,21,Sunday,134,24,21,2,181,heavy
1087,0,21,Sunday,102,13,31,0,146,high
1088,0,21,Sunday,102,16,43,4,165,high
1089,0,21,Sunday,106,16,32,1,155,high
1090,0,21,Sunday,117,19,42,3,181,heavy
1091,0,21,Sunday,139,36,40,3,218,heavy
1092,0,21,Sunday,121,13,25,2,161,normal
1093,0,21,Sunday,65,19,16,11,111,normal
1094,0,21,Sunday,12,25,39,28,104,normal
1095,0,21,Sunday,98,21,10,5,134,normal
1096,0,21,Sunday,58,9,25,13,105,normal
1097,0,21,Sunday,81,10,39,29,159,high
1098,0,21,Sunday,67,20,33,29,149,high
1099,0,21,Sunday,68,22,25,16,131,normal
1100,0,21,Sunday,47,10,6,22,85,normal
1101,0,21,Sunday,45,7,10,27,89,normal
1102,0,21,Sunday,54,5,11,24,94,normal
1103,0,21,Sunday,61,7,15,28,111,normal
1104,0,21,Sunday,56,5,4,29,94,normal
1105,0,21,Sunday,23,5,4,27,59,normal
1106,0,21,Sunday,31,6,8,23,68,normal
1107,0,21,Sunday,27,7,14,28,76,normal
1108,0,21,Sunday,30,7,3,30,70,normal
1109,0,21,Sunday,114,21,5,14,154,normal
1110,0,21,Sunday,46,24,35,16,121,high
1111,0,21,Sunday,68,29,29,20,146,high
1112,0,21,Sunday,45,16,15,5,81,low
1113,0,21,Sunday,86,13,11,20,130,normal
1114,0,21,Sunday,44,11,19,15,89,normal
1115,0,21,Sunday,45,17,13,20,95,normal
1116,0,21,Sunday,106,17,7,12,142,normal
1117,0,21,Sunday,44,16,9,13,82,normal
1118,0,21,Sunday,77,23,13,9,122,normal
1119,0,21,Sunday,53,17,26,8,104,normal
1120,0,21,Sunday,138,18,20,8,184,heavy
1121,0,21,Sunday,142,24,39,9,214,heavy
1122,0,21,Sunday,114,25,21,7,167,normal
1123,0,21,Sunday,116,35,42,6,199,heavy
1124,0,21,Sunday,149,22,37,8,216,heavy
1125,0,21,Sunday,100,12,39,7,158,high
1126,0,21,Sunday,101,23,45,5,174,heavy
1127,0,21,Sunday,122,40,48,10,220,heavy
1128,0,21,Sunday,112,34,39,9,194,heavy
1129,0,21,Sunday,112,12,41,5,170,heavy
1130,0,21,Sunday,116,22,23,7,168,heavy
1131,0,21,Sunday,90,13,15,33,151,high
1132,0,21,Sunday,85,14,14,13,126,normal
1133,0,21,Sunday,59,25,13,27,124,high
1134,0,21,Sunday,108,5,15,22,150,high
1135,0,21,Sunday,75,8,16,25,124,high
1136,0,21,Sunday,96,15,12,27,150,high
1137,0,21,Sunday,61,17,10,8,96,low
1138,0,21,Sunday,84,25,20,30,159,high
1139,0,21,Sunday,55,9,12,19,95,normal
1140,0,21,Sunday,65,16,12,32,125,high
1141,0,21,Sunday,87,16,10,16,129,normal
1142,0,21,Sunday,75,5,12,21,113,high
1143,0,21,Sunday,82,16,14,34,146,high
1144,0,21,Sunday,11,3,0,34,48,normal
1145,0,21,Sunday,15,5,0,14,34,normal
1146,0,21,Sunday,18,5,1,13,37,normal
1147,0,21,Sunday,19,2,1,34,56,normal
1148,0,21,Sunday,20,4,1,26,51,normal
1149,0,21,Sunday,14,4,0,10,28,low
